_id,PROVINCIE,BEVOEGD GEZAG NUMMER,INSTELLINGSCODE,VESTIGINGSCODE,VESTIGINGSNAAM,STRAATNAAM,HUISNUMMER-TOEVOEGING,POSTCODE,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,DENOMINATIE,TELEFOONNUMMER,INTERNETADRES,STRAATNAAM CORRESPONDENTIEADRES,HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES,POSTCODE CORRESPONDENTIEADRES,PLAATSNAAM CORRESPONDENTIEADRES,NODAAL GEBIED CODE,NODAAL GEBIED NAAM,RPA-GEBIED CODE,RPA-GEBIED NAAM,WGR-GEBIED CODE,WGR-GEBIED NAAM,COROPGEBIED CODE,COROPGEBIED NAAM,ONDERWIJSGEBIED CODE,ONDERWIJSGEBIED NAAM,RMC-REGIO CODE,RMC-REGIO NAAM,VAKANTIEREGIO
4434,Utrecht,41242,19TK,19TK00,Da Costa Basisschool,Spoorstraat,3,3761AJ,SOEST,0342,SOEST,Protestants-Christelijk,0356035399,www.dacostasoest.nl,Spoorstraat,3,3761AJ,SOEST,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4435,Utrecht,41242,19UH,19UH00,Insingerbasisschool,Insingerstraat,57,3766MA,SOEST,0342,SOEST,Protestants-Christelijk,0356017309,www.insingerschool.nl,Insingerstraat,57,3766MA,SOEST,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4436,Utrecht,41242,19VY,19VY00,Basisschool De Bron,Sweelinckstraat,2,3766ED,SOEST,0342,SOEST,Protestants-Christelijk,0356021376,www.bron.soest.kennisnet.nl,Sweelinckstraat,2,3766ED,SOEST,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4437,Utrecht,41286,07KH,07KH00,De Nieuwe Wiel,Juliana van Stolberglaan,65,3411XB,LOPIK,0331,LOPIK,Protestants-Christelijk,0348551513,www.nieuwewiellopik.nl,Juliana van Stolberglaan,65,3411XB,LOPIK,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4438,Utrecht,41286,07MB,07MB00,De Fontein,Hendriklaan,5,3481VR,HARMELEN,0632,WOERDEN,Protestants-Christelijk,0348441730,www.defonteinharmelen.nl,Hendriklaan,5,3481VR,HARMELEN,48,Woerden,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4439,Utrecht,41286,07ZQ,07ZQ00,Timotheusschool,Laan van Rapijnen,38,3461GH,LINSCHOTEN,0335,MONTFOORT,Protestants-Christelijk,0348409227,,Laan van Rapijnen,38,3461GH,LINSCHOTEN,48,Woerden,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4440,Utrecht,41286,08OX,08OX00,Graaf Jan van Montfoort,Parklaan,4-A,3417VA,MONTFOORT,0335,MONTFOORT,Protestants-Christelijk,0348473390,www.graafjan.com,Parklaan,4-A,3417VA,MONTFOORT,48,Woerden,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4441,Utrecht,41286,09SQ,09SQ00,Christelijke Constantijnschool,Botter,2,3448KA,WOERDEN,0632,WOERDEN,Protestants-Christelijk,0348422567,,Postbus,67,3440AB,WOERDEN,48,Woerden,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4442,Utrecht,41286,10ME,10ME00,Willem van Oranje,Goudenregenstraat,2-A,3442HG,WOERDEN,0632,WOERDEN,Protestants-Christelijk,0348416079,,Postbus,2134,3440DC,WOERDEN,48,Woerden,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4443,Utrecht,41286,11BO,11BO00,PCB De Bloesem,Mr. Joekespad,1-A,3445TM,WOERDEN,0632,WOERDEN,Protestants-Christelijk,0348415735,www.rdejagerwoerden.nl,Mr. Joekespad,1-A,3445TM,WOERDEN,48,Woerden,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4444,Utrecht,41286,11OH,11OH00,Willem Alexanderschool,Anton Mauvestraat,1,3443CV,WOERDEN,0632,WOERDEN,Protestants-Christelijk,0348412687,,Anton Mauvestraat,1,3443CV,WOERDEN,48,Woerden,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4445,Utrecht,41286,11ZP,11ZP00,Wilhelminaschool,Oostsingel,4,3441GB,WOERDEN,0632,WOERDEN,Protestants-Christelijk,0348412432,,Oostsingel,4,3441GB,WOERDEN,48,Woerden,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4446,Utrecht,41286,12RL,12RL00,Johan Frisoschool,Het Spaarne,7-B,3448DX,WOERDEN,0632,WOERDEN,Protestants-Christelijk,0348418509,www.johanfrisoschool.net,Het Spaarne,7-B,3448DX,WOERDEN,48,Woerden,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4447,Utrecht,41286,24ZD,24ZD00,Margrietschool,Alpenstraat,3,3446DR,WOERDEN,0632,WOERDEN,Protestants-Christelijk,0348431791,www.margrietschoolwoerden.nl,Alpenstraat,3,3446DR,WOERDEN,48,Woerden,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4448,Utrecht,41296,07EX,07EX00,Vrije School Amersfoort,Romeostraat,74,3816SE,AMERSFOORT,0307,AMERSFOORT,Antroposofisch,0334727622,www.vrijeschoolamersfoort.nl,Romeostraat,74,3816SE,AMERSFOORT,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4449,Utrecht,41337,10RI,10RI00,Koningin Julianaschool,Ekris,25,3931PT,WOUDENBERG,0351,WOUDENBERG,Protestants-Christelijk,0332862950,www.pcjulianaschool.nl,Postbus,24,3930EA,WOUDENBERG,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4450,Utrecht,41376,05ZS,05ZS00,Openbare Basisschool De Zuidwend,Vierkante Bosje,39,3755BG,EEMNES,0317,EEMNES,Openbaar,0355383855,www.dezuidwend.nl,Vierkante Bosje,39,3755BG,EEMNES,45,Hilversum,16,Gooi en Vechtstreek,16,Eem en Vallei,17,Utrecht,15,Zuid-Noord-Holland,20,Gooi en Vechtstreek,Noord
4451,Utrecht,41376,10BE,10BE00,Graaf Florisschool,'t Rond,22,3632BP,LOENEN AAN DE VECHT,1904,STICHTSE VECHT,Openbaar,0294233207,www.obsgraaffloris.nl,'t Rond,22,3632BP,LOENEN AAN DE VECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4452,Utrecht,41396,10QY,10QY00,Koningin Wilhelminaschool,Drossaardslaan,70,4143BD,LEERDAM,1961,VIJFHEERENLANDEN,Protestants-Christelijk,0345632361,www.wilhelminaleerdam.nl,Postbus,88,4140AB,LEERDAM,52,Gorinchem,18,Utrecht-Midden,19,Utrecht,17,Utrecht,18,Dordrecht-Gorinchem,19,Utrecht,Midden
4453,Utrecht,41396,11FL,11FL00,Christelijke Basisschool Klim Op,Keramieklaan,3,4142BL,LEERDAM,1961,VIJFHEERENLANDEN,Protestants-Christelijk,0345613731,www.klimopleerdam.nl,Keramieklaan,3,4142BL,LEERDAM,52,Gorinchem,18,Utrecht-Midden,19,Utrecht,17,Utrecht,18,Dordrecht-Gorinchem,19,Utrecht,Midden
4454,Utrecht,41396,11RJ,11RJ00,Christelijke Basisschool Juliana,Koningin Emmalaan,45,4141EA,LEERDAM,1961,VIJFHEERENLANDEN,Protestants-Christelijk,0345614317,www.cbsjuliana.nl,Koningin Emmalaan,45,4141EA,LEERDAM,52,Gorinchem,18,Utrecht-Midden,19,Utrecht,17,Utrecht,18,Dordrecht-Gorinchem,19,Utrecht,Midden
4455,Utrecht,41400,08HP,08HP00,Kees Valkensteinschool voor Openbaar Basisonderwijs,Kortland,23,3451VD,VLEUTEN,0344,UTRECHT,Openbaar,0306775563,www.keesvalkenstein.nl,Kortland,23,3451VD,VLEUTEN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4456,Utrecht,41400,09HX,09HX00,Openbare Montessori basisschool de Meander,Centrumlaan,1,3454CX,DE MEERN,0344,UTRECHT,Openbaar,0306662681,www.meandernet.nl,Postbus,61,3454ZH,DE MEERN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4457,Utrecht,41400,10DL,10DL00,Apollo II school voor Openbaar Basisonderwijs,Ten Veldestraat,98,3454EN,DE MEERN,0344,UTRECHT,Openbaar,0306662577,www.apollo11.nl,Ten Veldestraat,98,3454EN,DE MEERN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4458,Utrecht,41400,16BL,16BL00,Openbare Basisschool de Cirkel,Prinses Margrietstraat,124,3554GJ,UTRECHT,0344,UTRECHT,Openbaar,0302440498,www.obs-decirkel.nl,Prinses Margrietstraat,124,3554GJ,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4459,Utrecht,41400,16BL,16BL01,Maasplein,Maasplein,1,3522BV,UTRECHT,0344,UTRECHT,Openbaar,0302800890,www.maaspleinschool.nl,Maasplein,1,3522BV,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4460,Utrecht,41400,16EJ,16EJ00,Basisschool Prinses Margriet,Prinses Margrietstraat,20,3554GE,UTRECHT,0344,UTRECHT,Openbaar,0302441550,,Prinses Margrietstraat,20,3554GE,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4461,Utrecht,41400,16IJ,16IJ00,OBS Rietendakschool,Laan van Chartroise,160,3552EZ,UTRECHT,0344,UTRECHT,Openbaar,0302448657,www.bsrietendak.nl,Laan van Chartroise,160,3552EZ,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4462,Utrecht,41400,16JP,16JP00,Basisschool Jules Verne,Mariendaalstraat,21,3551XH,UTRECHT,0344,UTRECHT,Openbaar,0302442388,www.obsjulesverneutrecht.nl,Mariendaalstraat,21,3551XH,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4463,Utrecht,41400,16NM,16NM00,Openbare Basisschool Overvecht,Eufraatdreef,1,3564XZ,UTRECHT,0344,UTRECHT,Openbaar,0302617118,www.obsovervecht.nl,Postbus,9928,3506GX,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4464,Utrecht,41400,17BT,17BT00,OBS Tuindorp,Prof. van Bemmelenlaan,34,3571EN,UTRECHT,0344,UTRECHT,Openbaar,0302730233,www.obstuindorp.nl,Postbus,15007,3501BA,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4465,Utrecht,41400,17CA,17CA00,Witte Vrouwen-School Jenaplan-School,Poortstraat,73,3572HD,UTRECHT,0344,UTRECHT,Openbaar,0302715526,www.jenaplanwittevrouwen.nl,Poortstraat,73,3572HD,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4466,Utrecht,41400,17CL,17CL00,Openbare Basisschool De Koekoek,Koekoeksplein,2-A,3514TT,UTRECHT,0344,UTRECHT,Openbaar,0302719672,www.obsdekoekoek.nl,Koekoeksplein,1-A,3514TT,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4467,Utrecht,41400,17CV,17CV00,Basisschool Dr D Bos,Nolenslaan,33,3515VB,UTRECHT,0344,UTRECHT,Openbaar,0302719056,,Nolenslaan,33,3515VB,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4468,Utrecht,41400,17DZ,17DZ00,Prof. Kohnstammschool,Marislaan,1,3582HD,UTRECHT,0344,UTRECHT,Openbaar,0302512187,www.kohnstammschool.nl,Marislaan,1,3582HD,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4469,Utrecht,41400,17EH,17EH00,Openbare Basisschool De Hoge Raven,Wijnesteinlaan,6,3525AL,UTRECHT,0344,UTRECHT,Openbaar,0302801112,www.dehogeraven.nl,Wijnesteinlaan,6,3525AL,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4470,Utrecht,41400,17ER,17ER00,Basisschool Anne Frank,Van Bijnkershoeklaan,280,3527XL,UTRECHT,0344,UTRECHT,Openbaar,0302934564,www.anne-frankschool.nl,Van Bijnkershoeklaan,280,3527XL,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4471,Utrecht,41400,17FL,17FL00,ODBS Pieterskerkhof,Pieterskerkhof,10,3512JR,UTRECHT,0344,UTRECHT,Openbaar,0302311751,www.openbaaronderwijsutrecht.nl,Pieterskerkhof,10,3512JR,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4472,Utrecht,41400,17NX,17NX00,Basisschool De Klim Werkkring,Eifel,26-28,3524HH,UTRECHT,0344,UTRECHT,Openbaar,0302888788,www.obsdeklim.nl,Eifel,26-28,3524HH,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4473,Utrecht,41400,17ON,17ON00,Daltonschool Rijnsweerd,Jan Muschlaan,24,3584GV,UTRECHT,0344,UTRECHT,Openbaar,0302523172,www.daltonschoolrijnsweerd.nl,Jan Muschlaan,24,3584GV,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4474,Utrecht,41400,17QH,17QH00,De Kaleidoskoop,Columbuslaan,40,3526EP,UTRECHT,0344,UTRECHT,Openbaar,0302883643,,Columbuslaan,40,3526EP,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4475,Utrecht,41400,17RK,17RK00,Openbare Basisschool De Kleine Dichter,Heycopplein,1,3521EX,UTRECHT,0344,UTRECHT,Openbaar,0302963585,www.dekleinedichter.nl,Heycopplein,1,3521EX,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4476,Utrecht,41400,17SK,17SK00,Openbare Montessorischool Oog in Al,Victor Hugoplantsoen,34,3533CJ,UTRECHT,0344,UTRECHT,Openbaar,0302930036,www.obsooginal.nl,Victor Hugoplantsoen,34,3533CJ,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4477,Utrecht,41400,23DK,23DK00,Openbare Basisschool Voordorp,Che Guevarastraat,15,3573BK,UTRECHT,0344,UTRECHT,Openbaar,0302719011,www.obsvoordorp.nl,Che Guevarastraat,15,3573BK,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4478,Utrecht,41400,27CM,27CM00,"Obs De Klimroos, samen de wereld in",Langerakbaan,231,3544RK,UTRECHT,0344,UTRECHT,Openbaar,0306620004,www.obsdeklimroos.com,Langerakbaan,231,3544RK,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4479,Utrecht,41400,27CP,27CP00,Pantarijn,Van Lawick van Pabstlaan,1,3453RA,DE MEERN,0344,UTRECHT,Openbaar,0306663750,www.obspantarijn.nl,Van Lawick van Pabstlaan,1,3453RA,DE MEERN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4480,Utrecht,41400,27YF,27YF00,Vleuterweide,Passiebloemweg,7,3452CZ,VLEUTEN,0344,UTRECHT,Openbaar,0306666406,www.obsvleuterweide.nl,Passiebloemweg,7,3452CZ,VLEUTEN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4481,Utrecht,41400,28BC,28BC00,Waterrijk,Musicallaan,102,3543BT,UTRECHT,0344,UTRECHT,Openbaar,0306700339,www.obswaterrijk.nl,Musicallaan,102,3543BT,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4482,Utrecht,41400,29TZ,29TZ00,OBS Het Zand,Pauwoogvlinder,18,3544DB,UTRECHT,0344,UTRECHT,Openbaar,0306704650,www.obshetzand.nl,Pauwoogvlinder,18,3544DB,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4483,Utrecht,41400,31JT,31JT00,Johan de Witt,Beethovenplein,2,3533EW,UTRECHT,0344,UTRECHT,Openbaar,,www.obsooginal.nl/johandewitt,Beethovenplein,2,3533EW,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4484,Utrecht,41400,31LH,31LH00,Kindcentrum Rijnvliet,Pecanlaan,50,3545CJ,UTRECHT,0344,UTRECHT,Openbaar,0302006721,www.kindcentrumrijnvliet.nl,Pecanlaan,50,3545CJ,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4485,Utrecht,41401,03BX,03BX00,Openbare Basisschool De Hobbitstee,G van Damstraat,83-B,3417WD,MONTFOORT,0335,MONTFOORT,Openbaar,0348472620,www.onderwijsprimair.nl/obs-de-hobbitstee,G van Damstraat,83-B,3417WD,MONTFOORT,48,Woerden,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4486,Utrecht,41401,03DV,03DV00,Openbare School Prins Claus,Laan van Rapijnen,26,3461GH,LINSCHOTEN,0335,MONTFOORT,Openbaar,0348415652,www.clausschool.nl,Laan van Rapijnen,26,3461GH,LINSCHOTEN,48,Woerden,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4487,Utrecht,41401,18ER,18ER00,Openbare Basisschool Oudewater,Kluwen,3,3421KW,OUDEWATER,0589,OUDEWATER,Openbaar,0348563112,www.obsschakels.nl,Kluwen,3,3421KW,OUDEWATER,48,Woerden,21,Rijn-Gouwe,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4488,Utrecht,41439,04MV,04MV00,CBS Eben-Haezer,Oranje-Nassaustraat,12,3405XK,BENSCHOP,0331,LOPIK,Protestants-Christelijk,0348451407,www.ebenhaezerbenschop.nl,Oranje-Nassaustraat,12,3405XK,BENSCHOP,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4489,Utrecht,41439,04QQ,04QQ00,CBS Het Fundament,Verduinstraat,8,4243JZ,NIEUWLAND,1961,VIJFHEERENLANDEN,Protestants-Christelijk,0183352224,www.hetfundamentnieuwland.nl,Verduinstraat,8,4243JZ,NIEUWLAND,52,Gorinchem,18,Utrecht-Midden,19,Utrecht,17,Utrecht,18,Dordrecht-Gorinchem,19,Utrecht,Midden
4490,Utrecht,41439,04RF,04RF00,CBS Het Kompas,Gregoriuslaan,40,4128SZ,LEXMOND,1961,VIJFHEERENLANDEN,Protestants-Christelijk,0347341237,www.kompaslexmond.nl,Gregoriuslaan,40,4128SZ,LEXMOND,52,Gorinchem,18,Utrecht-Midden,19,Utrecht,17,Utrecht,18,Dordrecht-Gorinchem,19,Utrecht,Midden
4491,Utrecht,41439,04UU,04UU00,CBS Herédium,Schoolstraat,3,4122GA,ZIJDERVELD,1961,VIJFHEERENLANDEN,Protestants-Christelijk,0345641767,www.cnsheredium.nl,Schoolstraat,3,4122GA,ZIJDERVELD,52,Gorinchem,18,Utrecht-Midden,19,Utrecht,17,Utrecht,18,Dordrecht-Gorinchem,19,Utrecht,Midden
4492,Utrecht,41439,05QT,05QT00,CBS De Rank,Blommendaal,6,4231DC,MEERKERK,1961,VIJFHEERENLANDEN,Protestants-Christelijk,0183351387,www.cbsderankmeerkerk.nl,Blommendaal,6,4231DC,MEERKERK,52,Gorinchem,18,Utrecht-Midden,19,Utrecht,17,Utrecht,18,Dordrecht-Gorinchem,19,Utrecht,Midden
4493,Utrecht,41439,05SI,05SI00,CBS Eben-Haezer,Hr Willem van Egmondstr,1,3415PW,POLSBROEK,0331,LOPIK,Protestants-Christelijk,0182309248,www.spcol.nl,Hr Willem van Egmondstr,1,3415PW,POLSBROEK,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4494,Utrecht,41439,05TB,05TB00,Noachschool,Kerkweg,3-A,4145MP,SCHOONREWOERD,1961,VIJFHEERENLANDEN,Protestants-Christelijk,0345641515,www.noachschool.nl,Kerkweg,3-A,4145MP,SCHOONREWOERD,52,Gorinchem,18,Utrecht-Midden,19,Utrecht,17,Utrecht,18,Dordrecht-Gorinchem,19,Utrecht,Midden
4495,Utrecht,41439,05WZ,05WZ00,CBS Immanuel,Kapelsepad,20-A,3412KM,LOPIKERKAPEL,0331,LOPIK,Protestants-Christelijk,0306881733,https://www.immanuelschoollopikerkapel.nl/,Kapelsepad,20-A,3412KM,LOPIKERKAPEL,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4496,Utrecht,41439,07JM,07JM00,SmdB De Kandelaar,Liesveldweg,65,4233HG,AMEIDE,1961,VIJFHEERENLANDEN,Protestants-Christelijk,0183601601,www.dekandelaarameide.nl,Liesveldweg,65,4233HG,AMEIDE,52,Gorinchem,18,Utrecht-Midden,19,Utrecht,17,Utrecht,18,Dordrecht-Gorinchem,19,Utrecht,Midden
4497,Utrecht,41439,07KF,07KF00,CBS De Regenboog,Emmalaan,66,3411XJ,LOPIK,0331,LOPIK,Protestants-Christelijk,0348551406,www.deregenbooglopik.nl,Emmalaan,66,3411XJ,LOPIK,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4498,Utrecht,41439,07KZ,07KZ00,CBS De Ontdekking,Pleinstraat,13-A,4126RT,HEI- EN BOEICOP,1961,VIJFHEERENLANDEN,Protestants-Christelijk,0345641312,www.deontdekking.nl,Pleinstraat,13-A,4126RT,HEI- EN BOEICOP,52,Gorinchem,18,Utrecht-Midden,19,Utrecht,17,Utrecht,18,Dordrecht-Gorinchem,19,Utrecht,Midden
4499,Utrecht,41439,15BO,15BO00,CBS Samuël,Noordzijdseweg,221-A,3415RE,POLSBROEK,0331,LOPIK,Protestants-Christelijk,0182309622,www.samuelpolsbroekerdam.nl,Noordzijdseweg,221-A,3415RE,POLSBROEK,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4500,Utrecht,41461,12UA,12UA00,Openbare Daltonschool Rhenen-Elst,De Spijlen,1,3921EK,ELST UT,0340,RHENEN,Openbaar,0318471788,www.daltonelst.nl,De Spijlen,1,3921EK,ELST UT,34,Veenendaal,10,De Vallei,16,Eem en Vallei,17,Utrecht,13,Utrecht en omstreken,16,Eem en Vallei,Midden
4501,Utrecht,41481,08EM,08EM00,De Uitkijck,Margrietstraat,2,3742RC,BAARN,0308,BAARN,Openbaar,0355414413,www.deuitkijck.nl,Margrietstraat,2,3742RC,BAARN,45,Hilversum,17,Eemland,16,Eem en Vallei,17,Utrecht,15,Zuid-Noord-Holland,16,Eem en Vallei,Midden
4502,Utrecht,41481,08EN,08EN00,Basisschool Kruisrak,Vogelpad,1,3752KV,BUNSCHOTEN-SPAKENBURG,0313,BUNSCHOTEN,Openbaar,0332984260,www.kruisrak.nl,Vogelpad,1,3752KV,BUNSCHOTEN-SPAKENBURG,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4503,Utrecht,41481,10AH,10AH00,Jan Ligthartschool,Frans Halslaan,4,3931LJ,WOUDENBERG,0351,WOUDENBERG,Openbaar,0332862067,www.janligthartschool.org,Frans Halslaan,4,3931LJ,WOUDENBERG,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4504,Utrecht,41481,10SO,10SO00,Griftschool,Van Speijklaan,30,3931AB,WOUDENBERG,0351,WOUDENBERG,Openbaar,0334804264,,Van Speijklaan,30,3931AB,WOUDENBERG,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4505,Utrecht,41481,19JO,19JO00,Openbare basisschool De Egelantier,Smitsweg,311,3765CJ,SOEST,0342,SOEST,Openbaar,0356099270,,Smitsweg,311,3765CJ,SOEST,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4506,Utrecht,41481,27NN,27NN00,obs De Startbaan,Oude Tempellaan,9-A,3769JA,SOESTERBERG,0342,SOEST,Openbaar,0346353058,www.destartbaansoesterberg.nl,Oude Tempellaan,9-A,3769JA,SOESTERBERG,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4507,Utrecht,41483,08VG,08VG00,CJS De Kring,Sparrenlaan,29,3971PV,DRIEBERGEN-RIJSENBURG,1581,UTRECHTSE HEUVELRUG,Protestants-Christelijk,0343514459,www.dekringdriebergen.nl,Sparrenlaan,29,3971PV,DRIEBERGEN-RIJSENBURG,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
