_id,PROVINCIE,BEVOEGD GEZAG NUMMER,INSTELLINGSCODE,VESTIGINGSCODE,VESTIGINGSNAAM,STRAATNAAM,HUISNUMMER-TOEVOEGING,POSTCODE,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,DENOMINATIE,TELEFOONNUMMER,INTERNETADRES,STRAATNAAM CORRESPONDENTIEADRES,HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES,POSTCODE CORRESPONDENTIEADRES,PLAATSNAAM CORRESPONDENTIEADRES,NODAAL GEBIED CODE,NODAAL GEBIED NAAM,RPA-GEBIED CODE,RPA-GEBIED NAAM,WGR-GEBIED CODE,WGR-GEBIED NAAM,COROPGEBIED CODE,COROPGEBIED NAAM,ONDERWIJSGEBIED CODE,ONDERWIJSGEBIED NAAM,RMC-REGIO CODE,RMC-REGIO NAAM,VAKANTIEREGIO
4508,Utrecht,41483,09TJ,09TJ00,Basisschool De Zonheuvel,Burgemeesterpark,29,3971CV,DRIEBERGEN-RIJSENBURG,1581,UTRECHTSE HEUVELRUG,Protestants-Christelijk,0343513290,www.dezonheuvel.nl,Postbus,82,3970AB,DRIEBERGEN-RIJSENBURG,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4509,Utrecht,41483,10MV,10MV00,Basisschool De Uilenburcht,Jagersdreef,145,3972XD,DRIEBERGEN-RIJSENBURG,1581,UTRECHTSE HEUVELRUG,Protestants-Christelijk,0343516475,www.uilenburcht.nl,Jagersdreef,145,3972XD,DRIEBERGEN-RIJSENBURG,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4510,Utrecht,41483,11MZ,11MZ00,Basisschool De Wegwijzer,Karolingersweg,147,3962AD,WIJK BIJ DUURSTEDE,0352,WIJK BIJ DUURSTEDE,Protestants-Christelijk,0343572672,www.wegwijzer-wbd.nl,Postbus,366,3960BJ,WIJK BIJ DUURSTEDE,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4511,Utrecht,41483,12HM,12HM00,De Regenboog,Dukdalf,28,3961LA,WIJK BIJ DUURSTEDE,0352,WIJK BIJ DUURSTEDE,Protestants-Christelijk,0343575793,www.regenboogwbd.nl,Postbus,63,3960BB,WIJK BIJ DUURSTEDE,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4512,Utrecht,41483,12HN,12HN00,De Sterrenboog,Tromplaan,1,3941VR,DOORN,1581,UTRECHTSE HEUVELRUG,Protestants-Christelijk,0343413183,www.desterrenboogdoorn.nl,Postbus,112,3940AC,DOORN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4513,Utrecht,41483,12QD,12QD00,De Wijngaard,Abrikozengaard,18,3941LL,DOORN,1581,UTRECHTSE HEUVELRUG,Protestants-Christelijk,0343415012,www.wijngaarddoorn.nl,Abrikozengaard,18,3941LL,DOORN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4514,Utrecht,41496,04AJ,04AJ00,WereldKidz Kockenest,Drie Stammenweg,2,3628BW,KOCKENGEN,1904,STICHTSE VECHT,Openbaar,0346241773,www.kockenest.nl,Drie Stammenweg,2,3628BW,KOCKENGEN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4515,Utrecht,41496,05ZW,05ZW00,WereldKidz Meander,Burg W Martenslaan,29,3958GR,AMERONGEN,1581,UTRECHTSE HEUVELRUG,Openbaar,0343451554,meander.wereldkidz.nl,Dreef,88,3956EW,LEERSUM,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4516,Utrecht,41496,06PB,06PB00,WereldKidz Bontenest,Spechtenkamp,232,3607KN,MAARSSEN,1904,STICHTSE VECHT,Openbaar,0346578369,www.jenaplanstichtsevecht.nl,Spechtenkamp,232,3607KN,MAARSSEN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4517,Utrecht,41496,08EO,08EO00,WereldKidz Dolfijn,Horstlaan,2,3971LC,DRIEBERGEN-RIJSENBURG,1581,UTRECHTSE HEUVELRUG,Openbaar,0343513216,www.dolfijn.wereldkidz.nl,Horstlaan,2,3971LC,DRIEBERGEN-RIJSENBURG,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4518,Utrecht,41496,08GH,08GH00,WereldKidz Anne Frankschool,Camminghalaan,27-E,3981GD,BUNNIK,0312,BUNNIK,Openbaar,0306561557,www.annefrankschool.wereldkidz.nl,Camminghalaan,27-E,3981GD,BUNNIK,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4519,Utrecht,41496,09GJ,09GJ00,WereldKidz Bongerd,Rijneiland,1,3984MA,ODIJK,0312,BUNNIK,Openbaar,0306561200,bongerd.wereldkidz.nl,Rijneiland,1,3984MA,ODIJK,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4520,Utrecht,41496,12DF,12DF00,WereldKidz De vlieger,De Bongerd,3,3901KC,VEENENDAAL,0345,VEENENDAAL,Openbaar,0318526333,devlieger.wereldkidz.nl,De Bongerd,3,3901KC,VEENENDAAL,34,Veenendaal,10,De Vallei,16,Eem en Vallei,17,Utrecht,13,Utrecht en omstreken,16,Eem en Vallei,Midden
4521,Utrecht,41496,12IW,12IW00,WereldKidz Montessori Zeist,Sumatralaan,1,3705XL,ZEIST,0355,ZEIST,Openbaar,0306958361,montessorizeist.wereldkidz.nl,Sumatralaan,1,3705XL,ZEIST,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4522,Utrecht,41496,12YM,12YM00,WereldKidz Op Dreef,Laan van Vollenhove,1457,3706EW,ZEIST,0355,ZEIST,Openbaar,0306959033,opdreef.wereldkidz.nl,Laan van Vollenhove,1457,3706EW,ZEIST,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4523,Utrecht,41496,12YM,12YM02,WereldKidz Pirapoleon,Schoolweg,16,3711BP,AUSTERLITZ,0355,ZEIST,Openbaar,0343491225,pirapoleon.wereldkidz.nl,Schoolweg,16,3711BP,AUSTERLITZ,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4524,Utrecht,41496,13AN,13AN00,WereldKidz Achtbaan,Boerenzwaluw,19,3905SG,VEENENDAAL,0345,VEENENDAAL,Openbaar,0318516324,achtbaan.wereldkidz.nl,Boerenzwaluw,19,3905SG,VEENENDAAL,34,Veenendaal,10,De Vallei,16,Eem en Vallei,17,Utrecht,13,Utrecht en omstreken,16,Eem en Vallei,Midden
4525,Utrecht,41496,13MO,13MO00,WereldKidz Triangel,Zwanenkamp,1303,3607NZ,MAARSSEN,1904,STICHTSE VECHT,Openbaar,0346556390,www.triangel.wereldkidz.nl,Zwanenkamp,1303,3607NZ,MAARSSEN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4526,Utrecht,41496,13YR,13YR00,WereldKidz Tweesprong,Fazantenkamp,160,3607CH,MAARSSEN,1904,STICHTSE VECHT,Openbaar,0346556013,www.tweesprong.wereldkidz.nl,Fazantenkamp,160,3607CH,MAARSSEN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4527,Utrecht,41496,14DF,14DF00,WereldKidz Het Spoor,Slotlaan,330,3701GX,ZEIST,0355,ZEIST,Openbaar,0306918615,https://hetspoor.wereldkidz.nl/,Slotlaan,330,3701GX,ZEIST,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4528,Utrecht,41496,18EA,18EA00,WereldKidz Kameleon,Van Der Leelaan,1,3941RN,DOORN,1581,UTRECHTSE HEUVELRUG,Openbaar,0343413322,kameleon.wereldkidz.nl,Postbus,27,3940AA,DOORN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4529,Utrecht,41496,18JW,18JW00,WereldKidz Meent,Trompplein,3,3951CR,MAARN,1581,UTRECHTSE HEUVELRUG,Openbaar,0343442602,meent.wereldkidz.nl,Trompplein,3,3951CR,MAARN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4530,Utrecht,41496,18LK,18LK00,WereldKidz Merseberch,Van Beuningenlaan,28-A,3953BR,MAARSBERGEN,1581,UTRECHTSE HEUVELRUG,Openbaar,0343431676,mersebech.wereldkidz.nl,Van Beuningenlaan,28-A,3953BR,MAARSBERGEN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4531,Utrecht,41496,23EW,23EW00,WereldKidz Palet,Buitenweg,310,3602ZK,MAARSSEN,1904,STICHTSE VECHT,Openbaar,0346556163,palet.wereldkidz.nl,Buitenweg,310,3602ZK,MAARSSEN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4532,Utrecht,41496,29XZ,29XZ00,De Ontdekkingsreis,Jagerspad,7,3972XL,DRIEBERGEN-RIJSENBURG,1581,UTRECHTSE HEUVELRUG,Openbaar,0343521711,https://deontdekkingsreis.wereldkidz.nl/,Jagerspad,7,3972XL,DRIEBERGEN-RIJSENBURG,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4533,Utrecht,41496,31BJ,31BJ00,Wereldkidz Bolenstein,Harmonieweg,6,3603BN,MAARSSEN,1904,STICHTSE VECHT,Openbaar,0346561432,www.palet.wereldkidz.nl,Harmonieweg,6,3603BN,MAARSSEN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4534,Utrecht,41514,14MK,14MK00,De Magneet,Maasstraat,2,3812HS,AMERSFOORT,0307,AMERSFOORT,Openbaar,0334617197,www.obsdemagneet.nl,Maasstraat,2,3812HS,AMERSFOORT,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4535,Utrecht,41514,15KT,15KT00,ikc Vlinderslag,Evertsenstraat,39,3814SG,AMERSFOORT,0307,AMERSFOORT,Openbaar,0334701202,www.ikcvlinderslag.nl,Evertsenstraat,39,3814SG,AMERSFOORT,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4536,Utrecht,41514,15PV,15PV00,Kindcentrum De Kei,Abraham Blankaartsingel,67,3813PA,AMERSFOORT,0307,AMERSFOORT,Openbaar,0334330695,https://www.kindcentrumdekei.nl/,Abraham Blankaartsingel,67,3813PA,AMERSFOORT,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4537,Utrecht,41514,15WT,15WT00,obs De Wijde Wereld,Wiekslag,102-A,3815GS,AMERSFOORT,0307,AMERSFOORT,Openbaar,0334720950,www.obsdewijdewereld.nl,Wiekslag,102-A,3815GS,AMERSFOORT,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4538,Utrecht,41514,16CI,16CI00,Kindcentrum Het Scala,Ariaweg,115,3816HJ,AMERSFOORT,0307,AMERSFOORT,Openbaar,0334720221,www.obs-spectrum.nl,Ariaweg,115,3816HJ,AMERSFOORT,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4539,Utrecht,41514,16GL,16GL00,Openbare Basischool J Vd Vondel,Huijgenslaan,41,3818WB,AMERSFOORT,0307,AMERSFOORT,Openbaar,0334617997,www.vondel.net,Huijgenslaan,41,3818WB,AMERSFOORT,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4540,Utrecht,41514,16HT,16HT00,Openbare Basisschool De Bieshaar,Kraailandhof,3,3828JN,HOOGLAND,0307,AMERSFOORT,Openbaar,0334801414,www.bieshaarschool.nl,Kraailandhof,3,3828JN,HOOGLAND,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4541,Utrecht,41514,21RQ,21RQ00,Openbare Basisschool De Achtbaan,Luiterf,2,3822CD,AMERSFOORT,0307,AMERSFOORT,Openbaar,0334551133,www.de8baan.nl,Luiterf,2,3822CD,AMERSFOORT,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4542,Utrecht,41514,22FH,22FH00,Montessori Basisschool De Kosmos,De Bovenkruier,1,3828AR,HOOGLAND,0307,AMERSFOORT,Algemeen bijzonder,0334807515,www.dekosmos.nl,De Bovenkruier,1,3828AR,HOOGLAND,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4543,Utrecht,41514,23PF,23PF00,Openbare Basisschool de Meander,Het Avontuur,45,3823DW,AMERSFOORT,0307,AMERSFOORT,Openbaar,0334562099,www.kindcentrumdemeander.nl,Het Avontuur,45,3823DW,AMERSFOORT,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4544,Utrecht,41514,27NY,27NY00,De Gondelier,Zwartsluiskade,2,3826EG,AMERSFOORT,0307,AMERSFOORT,Openbaar,0332530401,www.gondelier.nl,Zwartsluiskade,2,3826EG,AMERSFOORT,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4545,Utrecht,41514,29XE,29XE00,Atlantis,Oceaan,4,3825WC,AMERSFOORT,0307,AMERSFOORT,Openbaar,0334948840,www.obsatlantis.nl,Oceaan,4,3825WC,AMERSFOORT,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4546,Utrecht,41527,06TX,06TX00,Jenaplanschool De Kring,Jan Steenstraat,102,3443GZ,WOERDEN,0632,WOERDEN,Openbaar,0348481851,www.dekring.nl,Jan Steenstraat,102,3443GZ,WOERDEN,48,Woerden,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4547,Utrecht,41527,11OC,11OC00,obs De Achtsprong,Stromenlaan,128-A,3448CH,WOERDEN,0632,WOERDEN,Openbaar,0348410005,www.obsdeachtsprong.nl,Stromenlaan,128-A,3448CH,WOERDEN,48,Woerden,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4548,Utrecht,41527,18IX,18IX00,Bs De Horizon,Hendriklaan,3,3481VR,HARMELEN,0632,WOERDEN,Openbaar,0348442410,www.obsdehorizon.nl,Hendriklaan,3,3481VR,HARMELEN,48,Woerden,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4549,Utrecht,41527,24ZC,24ZC00,Basisschool Andersenschool,Andersenhof,2,3446BS,WOERDEN,0632,WOERDEN,Openbaar,0348415836,www.andersenschool.nl,Andersenhof,2,3446BS,WOERDEN,48,Woerden,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4550,Utrecht,41528,03JE,03JE00,Basisschool De Ark,Populierstraat,43,4131AR,VIANEN UT,1961,VIJFHEERENLANDEN,Protestants-Christelijk,0347373342,www.arkvianen.nl,Populierstraat,43,4131AR,VIANEN UT,52,Gorinchem,18,Utrecht-Midden,19,Utrecht,17,Utrecht,18,Dordrecht-Gorinchem,19,Utrecht,Midden
4551,Utrecht,41528,05QM,05QM00,Protestants Christelijke Basisschool De Schakel,Weth.De Langelaan,1,3956GL,LEERSUM,1581,UTRECHTSE HEUVELRUG,Protestants-Christelijk,0343452928,www.schakelleersum.nl,Weth.De Langelaan,1,3956GL,LEERSUM,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4552,Utrecht,41528,06FO,06FO00,Basisschool De Rank,'t Wed,14-16,4132CC,VIANEN UT,1961,VIJFHEERENLANDEN,Protestants-Christelijk,0347371477,www.rankvianen.nl,'t Wed,14-16,4132CC,VIANEN UT,52,Gorinchem,18,Utrecht-Midden,19,Utrecht,17,Utrecht,18,Dordrecht-Gorinchem,19,Utrecht,Midden
4553,Utrecht,41528,07ZP,07ZP00,Christelijke Basisschool De Hoeksteen,Burg vd Boschlaan,22,3956DC,LEERSUM,1581,UTRECHTSE HEUVELRUG,Protestants-Christelijk,0343452901,www.hoeksteenleersum.nl,Burg vd Boschlaan,22,3956DC,LEERSUM,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4554,Utrecht,41528,08JU,08JU00,Basisschool De Voorhof,De Looch,3-5,4133DK,VIANEN UT,1961,VIJFHEERENLANDEN,Protestants-Christelijk,0347373527,,De Looch,3-5,4133DK,VIANEN UT,52,Gorinchem,18,Utrecht-Midden,19,Utrecht,17,Utrecht,18,Dordrecht-Gorinchem,19,Utrecht,Midden
4555,Utrecht,41528,09PZ,09PZ00,Het Mozaïek,Glazeniersgilde,18,3994BM,HOUTEN,0321,HOUTEN,Protestants-Christelijk,0306343757,www.bs-hetmozaiek.nl,Glazeniersgilde,18,3994BM,HOUTEN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4556,Utrecht,41528,09PZ,09PZ01,Het Mozaïek-De Haag,Waalseweg,58,3999NT,TULL EN 'T WAAL,0321,HOUTEN,Protestants-Christelijk,0306061472,,Glazeniersgilde,18,3994BM,HOUTEN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4557,Utrecht,41528,10YI,10YI00,De Pijler,Sint Petersburglaan,33,3404CV,IJSSELSTEIN,0353,IJSSELSTEIN,Protestants-Christelijk,0306874094,cbsdepijler-ijsselstein.fluenta.nl,Sint Petersburglaan,33,3404CV,IJSSELSTEIN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4558,Utrecht,41528,11VN,11VN00,Kon Julianaschool,Aert de Gelderhage,5,3437KB,NIEUWEGEIN,0356,NIEUWEGEIN,Protestants-Christelijk,0306038483,www.koninginjulianaschool.net,Aert de Gelderhage,5,3437KB,NIEUWEGEIN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4559,Utrecht,41528,12FF,12FF00,Koningin Beatrixschool,Bendienlaan,27-29,3431RA,NIEUWEGEIN,0356,NIEUWEGEIN,Protestants-Christelijk,0306014710,www.koninginbeatrixschool.net,Bendienlaan,27-29,3431RA,NIEUWEGEIN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4560,Utrecht,41528,12OK,12OK00,Prinses Margrietschool,Aardbeigaarde,4,3436GB,NIEUWEGEIN,0356,NIEUWEGEIN,Protestants-Christelijk,0306038005,www.margrietschool.net,Aardbeigaarde,4-6,3436GB,NIEUWEGEIN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4561,Utrecht,41528,13CT,13CT00,De Zandbloem,Lupinestraat,23,3434HA,NIEUWEGEIN,0356,NIEUWEGEIN,Protestants-Christelijk,0306065165,hoogzandveld.was-nieuwegein.nl,Lupinestraat,23,3434HA,NIEUWEGEIN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4562,Utrecht,41528,13IC,13IC00,Mauritsschool,Kastanjestraat,4,3434CA,NIEUWEGEIN,0356,NIEUWEGEIN,Protestants-Christelijk,0306062026,www.mauritsschool-nieuwegein.nl,Kastanjestraat,4,3434CA,NIEUWEGEIN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4563,Utrecht,41528,13VN,13VN00,De Trompetvogel,Parelduiker,15,3435EP,NIEUWEGEIN,0356,NIEUWEGEIN,Protestants-Christelijk,0306038529,www.trompetvogel.nl,Parelduiker,15,3435EP,NIEUWEGEIN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4564,Utrecht,41528,21LO,21LO00,Wereldwijs,Guldenslag,131,3991WE,HOUTEN,0321,HOUTEN,Protestants-Christelijk,0306343217,www.wereldwijshouten.nl,Guldenslag,131,3991WE,HOUTEN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4565,Utrecht,41528,26AM,26AM00,Basisschool De Fontein,Bronmos,2,3994KA,HOUTEN,0321,HOUTEN,Protestants-Christelijk,0306361065,www.fonteinhouten.nl,Bronmos,2,3994KA,HOUTEN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4566,Utrecht,41528,27JU,27JU00,Prot. Christelijke basisschool De Zonnewijzer,Zonnehout,1,3991MV,HOUTEN,0321,HOUTEN,Protestants-Christelijk,0302421063,www.pcbsdezonnewijzer.nl,Zonnehout,1,3991MV,HOUTEN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4567,Utrecht,41528,31LJ,31LJ00,Het Avontuur,De Brink,6,4125TR,HOEF EN HAAG,1961,VIJFHEERENLANDEN,Protestants-Christelijk,0347215005,https://basisschoolhetavontuur.nl,De Brink,6,4125TR,HOEF EN HAAG,52,Gorinchem,18,Utrecht-Midden,19,Utrecht,17,Utrecht,18,Dordrecht-Gorinchem,19,Utrecht,Midden
4568,Utrecht,41528,31WK,31WK00,Willem Alexanderschool Vreeswijk,Koninginnenlaan,5,3433CT,NIEUWEGEIN,0356,NIEUWEGEIN,Protestants-Christelijk,0306060525,vreeswijk.was-nieuwegein.nl,Koninginnenlaan,5,3433CT,NIEUWEGEIN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4569,Utrecht,41534,03MJ,03MJ00,Eben-Haëzer school,Madridstraat,3,3541DZ,UTRECHT,0344,UTRECHT,Reformatorisch,0302937037,www.ehschool.educatis-rpo.nl,Madridstraat,3,3541DZ,UTRECHT,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4570,Utrecht,41534,04MJ,04MJ00,Johannes Bogermanschool,Tuibrug,10,3991LC,HOUTEN,0321,HOUTEN,Reformatorisch,0306372100,www.bogermanhouten.nl,Tuibrug,10,3991LC,HOUTEN,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4571,Utrecht,41534,05RG,05RG00,School Met De Bijbel,Doude van Troostwijkstr,22,3626AV,NIEUWER TER AA,1904,STICHTSE VECHT,Reformatorisch,0294233686,www.schoolnta.nl,Doude van Troostwijkstr,22,3626AV,NIEUWER TER AA,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4572,Utrecht,41534,06DY,06DY00,Rehobothschool voor Reformatorisch Onderwijs,Gerrit Jan vd Veenlaan,2,3705PE,ZEIST,0355,ZEIST,Reformatorisch,0306918858,https://rehobothschool.educatis-rpo.nl/,Gerrit Jan vd Veenlaan,2,3705PE,ZEIST,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
4573,Utrecht,41534,06GV,06GV00,Johannes Calvijnschool,Waterdaal,3,3817GV,AMERSFOORT,0307,AMERSFOORT,Reformatorisch,0334614713,www.calvijnschool.info,Waterdaal,3,3817GV,AMERSFOORT,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4574,Utrecht,41534,23WR,23WR00,Daniëlschool,Smitsweg,46,3765CT,SOEST,0342,SOEST,Reformatorisch,0356017230,,Smitsweg,46,3765CT,SOEST,35,Amersfoort,17,Eemland,16,Eem en Vallei,17,Utrecht,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
4575,Utrecht,41544,08HN,08HN00,Openbare Basisschool Twister,Molenwiek,48,3642BS,MIJDRECHT,0736,DE RONDE VENEN,Openbaar,0297281275,www.obs-twister.nl,Molenwiek,48,3642BS,MIJDRECHT,44,Amsterdam,20,Zuidelijk Noord-Holland,19,Utrecht,17,Utrecht,15,Zuid-Noord-Holland,19,Utrecht,Midden
4576,Utrecht,41544,10DI,10DI00,Openbare Basisschool Wereldwijs Mijdrecht,Eendracht,7,3641ML,MIJDRECHT,0736,DE RONDE VENEN,Openbaar,0297285586,www.obswereldwijs-mijdrecht.nl,Eendracht,7,3641ML,MIJDRECHT,44,Amsterdam,20,Zuidelijk Noord-Holland,19,Utrecht,17,Utrecht,15,Zuid-Noord-Holland,19,Utrecht,Midden
4577,Utrecht,41544,18DX,18DX00,Openbare Basisschool Willespoort,Vossestaart,1,3648HP,WILNIS,0736,DE RONDE VENEN,Openbaar,0297286630,www.obs-willespoort.nl,Postbus,39,3648ZG,WILNIS,44,Amsterdam,20,Zuidelijk Noord-Holland,19,Utrecht,17,Utrecht,15,Zuid-Noord-Holland,19,Utrecht,Midden
4578,Utrecht,41544,18ET,18ET00,De Pijlstaart,Pijlstaartlaan,7,3645GR,VINKEVEEN,0736,DE RONDE VENEN,Openbaar,0297261633,www.obs-depijlstaart.nl,Pijlstaartlaan,7,3645GR,VINKEVEEN,44,Amsterdam,20,Zuidelijk Noord-Holland,19,Utrecht,17,Utrecht,15,Zuid-Noord-Holland,19,Utrecht,Midden
4579,Utrecht,41621,04OB,04OB00,Basisschool De Wegwijzer,Haarweg,23,3959AM,OVERBERG,1581,UTRECHTSE HEUVELRUG,Protestants-Christelijk,0343481375,www.wegwijzeroverberg.nl,Haarweg,23,3959AM,OVERBERG,36,Utrecht,18,Utrecht-Midden,19,Utrecht,17,Utrecht,13,Utrecht en omstreken,19,Utrecht,Midden
